제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
메르세데스벤츠코리아(주),CLS 450 4MATIC,2021-10-25,2022-04-11,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),GLC 300 4MATIC,2021-08-10,2022-03-21,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Mercedes-AMG GLC 43 4MATIC,2021-10-06,2022-03-21,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
메르세데스벤츠코리아(주),Mercedes-AMG GLC 63 S 4MATIC,2021-10-06,2022-02-18,2023-08-25,연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있습니다. 이러한 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있습니다. 
포드세일즈서비스코리아(유),2023년식 Ranger Wildtrak,2022-10-17,2023-04-04,2023-08-18,일부 2023년식 Ranger Wildtrak 차량의 2열 창문 잠금 스위치*에는 전자식 어린이 안전장치 잠금 기능이 있다고 잘못 표기가 되어 있습니다. 하지만 해당 차량의 어린이 안전장치 잠금 기능은 전자식이 아닌 수동식입니다. 이렇게 잘못된 사양의 스위치가 장착된 경우 운전자가 잠금 스위치를 사용하여 어린이 잠금장치의 잠금 기능이 설정되었다고 인식하였으나 어린이가 실내에서 도어를 열 수 있기 때문에 사고 발생 가능성이 있어 제작 결함을 시정하고자 합니다.*잠금 스위치: 운전석 도어에 위치한 창문 및 사이드 미러 조작 스위치 팩(pack)에 위치한 2열 창문 잠금 기능 및/또는 2열 도어 어린이 안전장치 잠금 기능을 전자식으로 조작할 수 있는 스위치.
포드세일즈서비스코리아(유),2015-2019년식 MKC,2014-04-14,2019-08-02,2023-08-18,판매한 2015-2019년식 MKC 차량의 12V 배터리 모니터링 센서는 잘못된 설계 위치로 인해 배터리 음극 클램프* 탈거가 필요한 작업 시 12V 배터리 모니터링 센서에 손상이 발생될 가능성이 있습니다. 이런 경우 12V 배터리 모니터링 센서 내부 회로 단락*으로 과열이 발생되어 엔진룸에서 화재가 발생할 가능성이 있어 제작결함을 시정하고자 합니다.*배터리 음극 클램프: 차량용 배터리 음극(-) 단자와 차량의 음극 케이블의 연결을 고정하여 주는 장치*단락: 서로 다른 두 전기적 회로가 저항이 없이 달라붙는 현상. 흔히 ‘쇼트’라고 표현되기도 함
바이크원,RYKER,2019-10-07,2019-10-07,2023-07-01,일부 차량에서 전륜 휠너트 혹은 고정클립이 적절하게 조립이 되지 않았을 가능성이 있습니다.
바이크원,RYKER,2018-12-08,2019-08-13,2023-07-01,일부 차량에서 내구성이 부족한 휠너트가 장착되어 휠너트에 균열이 발생할 수 있습니다.
바이크원,RYKER,2021-12-02,2021-12-16,2023-07-01,일부 차량에 기대 강도와 내구성에 미치지 못하는 조향핸들 고정볼트가 장착이 되어 있습니다.
바이크원,RYKER,2018-12-08,2022-07-12,2023-07-01,일부 차량에서 전방펜더(흙받이) 내측 배선의 고정부가 풀릴 가능성이 있습니다.
한국지엠주식회사,이쿼녹스,2021-06-28,2021-07-14,2023-06-30,특정 기간 동안 연료 펌프 업체의 승인되지 않은 제조 공정 변경으로 인한 연료 펌프의 성능 저하로 엔진에 공급되는 연료가 충분하지 않을 가능성이 있음.
현대자동차(주),엑시언트(QZ),2021-03-13,2023-04-26,2023-05-22,"현대자동차(주)에서는 파비스(QV), 엑시언트(QZ) 일부 차량에서 배터리 컷오프 스위치의 이물질 유입 방지 구조 설계 미흡으로 단자 내부로 이물질 축적으로 인해 스위치의 +단자와 브라켓 구조물간 단락이 발생되어 화재가 발생할 가능성이 있는 결함"
현대자동차(주),파비스(QV),2019-05-15,2023-04-26,2023-05-22,"현대자동차(주)에서는 파비스(QV), 엑시언트(QZ) 일부 차량에서 배터리 컷오프 스위치의 이물질 유입 방지 구조 설계 미흡으로 단자 내부로 이물질 축적으로 인해 스위치의 +단자와 브라켓 구조물간 단락이 발생되어 화재가 발생할 가능성이 있는 결함"
메르세데스벤츠코리아(주),AMG GLB 35 4MATIC,2020-03-30,2020-06-17,2023-03-31,"생산 공정 상 오류로 인해 전방 액슬 서브프레임의 내식성이 부족하여 특정한 환경의 영향을 받을 경우 전방 액슬 서브프레임이 부식될 수 있고, 부식의 정도 및 위치에 따라 내구성 저하 및 다른 부품과의 연결부 손상 가능성을 배제할 수 없습니다. "
메르세데스벤츠코리아(주),GLB 250 4MATIC,2019-05-16,2020-07-17,2023-03-31,"생산 공정 상 오류로 인해 전방 액슬 서브프레임의 내식성이 부족하여 특정한 환경의 영향을 받을 경우 전방 액슬 서브프레임이 부식될 수 있고, 부식의 정도 및 위치에 따라 내구성 저하 및 다른 부품과의 연결부 손상 가능성을 배제할 수 없습니다. "
메르세데스벤츠코리아(주),GLB 220,2019-05-21,2020-06-23,2023-03-31,"생산 공정 상 오류로 인해 전방 액슬 서브프레임의 내식성이 부족하여 특정한 환경의 영향을 받을 경우 전방 액슬 서브프레임이 부식될 수 있고, 부식의 정도 및 위치에 따라 내구성 저하 및 다른 부품과의 연결부 손상 가능성을 배제할 수 없습니다. "
메르세데스벤츠코리아(주),GLB 200 d,2019-05-22,2020-04-01,2023-03-31,"생산 공정 상 오류로 인해 전방 액슬 서브프레임의 내식성이 부족하여 특정한 환경의 영향을 받을 경우 전방 액슬 서브프레임이 부식될 수 있고, 부식의 정도 및 위치에 따라 내구성 저하 및 다른 부품과의 연결부 손상 가능성을 배제할 수 없습니다. "
메르세데스벤츠코리아(주),A 250,2020-03-06,2020-03-06,2023-03-31,"생산 공정 상 오류로 인해 전방 액슬 서브프레임의 내식성이 부족하여 특정한 환경의 영향을 받을 경우 전방 액슬 서브프레임이 부식될 수 있고, 부식의 정도 및 위치에 따라 내구성 저하 및 다른 부품과의 연결부 손상 가능성을 배제할 수 없습니다. "
메르세데스벤츠코리아(주),A 220 4MATIC,2019-05-13,2019-05-13,2023-03-31,"생산 공정 상 오류로 인해 전방 액슬 서브프레임의 내식성이 부족하여 특정한 환경의 영향을 받을 경우 전방 액슬 서브프레임이 부식될 수 있고, 부식의 정도 및 위치에 따라 내구성 저하 및 다른 부품과의 연결부 손상 가능성을 배제할 수 없습니다. "
폭스바겐그룹코리아 주식회사,RS e-tron ,2022-12-12,2022-12-21,2023-03-23,"특정 기간 동안 생산/수입된 일부 차량에 탑재된 운전자 보조시스템 컨트롤 유닛의 소프트웨어 설정 오류로 인하여, 후진 기어를 선택하고 주차 보조 버튼을 선택 시 후방카메라를 끌 수 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제53조의2(후방보행자 안전장치)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
폭스바겐그룹코리아 주식회사,e-tron GT,2022-12-12,2023-01-11,2023-03-23,"특정 기간 동안 생산/수입된 일부 차량에 탑재된 운전자 보조시스템 컨트롤 유닛의 소프트웨어 설정 오류로 인하여, 후진 기어를 선택하고 주차 보조 버튼을 선택 시 후방카메라를 끌 수 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제53조의2(후방보행자 안전장치)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다."
비엠더블유코리아(주),CE04,2022-03-21,2022-12-20,2023-03-28,엔진 제어 장치(ECU) 소프트웨어 설정 오류로 주행 중 출력이 감소할 수 있는 가능성이 있습니다.
포드세일즈서비스코리아(유),2023년식 Ranger Wildtrak,2022-10-17,2023-02-02,2023-04-14,일부 2023년식 Ranger Wildtrak 차량은 계기판 소프트웨어의 설정 오류로 후측방(사각지대) 경고 시스템 고장 시 시청각적 경고가 작동되지 않을 가능성이 있습니다. 
비엠더블유코리아(주),BMW XM,2023-03-03,2023-03-03,2023-05-19,촉매변환기와 미립자 필터 연결부의 고정 너트가 부정확하게 조여져 배기가스가 누설될 수 있습니다. 
비엠더블유코리아(주),BMW i7 xDrive60,2023-03-23,2023-03-23,2023-05-19,고전압 배터리 셀 감시 모듈 내 기판 제작 공정상의 오류로 감시 기능이 작동하지 않을 수 있습니다.
비엠더블유코리아(주),BMW i4 eDrive40,2021-12-08,2022-06-03,2023-05-19,고전압 배터리 셀 감시 모듈 내 기판 제작 공정상의 오류로 감시 기능이 작동하지 않을 수 있습니다.
비엠더블유코리아(주),iX3 M Sport,2021-11-24,2023-03-28,2023-05-19,고전압 배터리 셀 감시 모듈 내 기판 제작 공정상의 오류로 감시 기능이 작동하지 않을 수 있습니다.
현대자동차(주),팰리세이드 (LX2 PE),2023-04-28,2023-05-16,2023-07-06,"팰리세이드(LX2 PE) 일부 차량에서 브레이크 부스터 제조 공정 중 브레이크 부스터 하우징의 성형 불량으로 인해 하우징 내부 고무패킹이 쉽게 이탈되어 브레이크 부스터내 진공 상태가 유지되지 않아 브레이크가 딱딱해지고, 제동거리 증가로 충돌사고가 발생할 가능성이 있는 결함"
현대자동차(주),G80(RG3),2019-04-10,2023-02-13,2023-06-30,"G80(RG3), GV80(JX1), GV70(JK1), GV60(JW1),  GV70 전기차(JK1 EV),   일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차(주),GV80(JX1),2019-06-08,2023-02-23,2023-06-30,"G80(RG3), GV80(JX1), GV70(JK1), GV60(JW1),  GV70 전기차(JK1 EV),   일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차(주),GV70 전기차(JK1 EV),2021-06-18,2023-02-13,2023-06-30,"G80(RG3), GV80(JX1), GV70(JK1), GV60(JW1),  GV70 전기차(JK1 EV),   일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차(주),GV70(JK1),2020-04-28,2023-02-07,2023-06-30,"G80(RG3), GV80(JX1), GV70(JK1), GV60(JW1),  GV70 전기차(JK1 EV),   일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차(주),GV60(JW1),2021-03-05,2022-12-13,2023-06-30,"G80(RG3), GV80(JX1), GV70(JK1), GV60(JW1),  GV70 전기차(JK1 EV),   일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
폭스바겐그룹코리아 주식회사,S8 TFSI qu.,2014-06-05,2014-06-05,2023-07-06,"터보차저 오일 스트레이너 메쉬스크린의 설계 오류로 인하여, 터보차저 오일 스트레이너가 엔진 오일 시스템 내부의 침전물에 의하여 막힐 가능성이 있습니다.*오일 스트레이너: 오일 시스템에서 이물질을 제거하기 위하여 설치된 여과망"
폭스바겐그룹코리아 주식회사,S6 TFSI qu.,2015-09-16,2015-09-16,2023-07-06,"터보차저 오일 스트레이너 메쉬스크린의 설계 오류로 인하여, 터보차저 오일 스트레이너가 엔진 오일 시스템 내부의 침전물에 의하여 막힐 가능성이 있습니다.*오일 스트레이너: 오일 시스템에서 이물질을 제거하기 위하여 설치된 여과망"
폭스바겐그룹코리아 주식회사,RS7 TFSI qu.,2014-04-14,2014-04-15,2023-07-06,"터보차저 오일 스트레이너 메쉬스크린의 설계 오류로 인하여, 터보차저 오일 스트레이너가 엔진 오일 시스템 내부의 침전물에 의하여 막힐 가능성이 있습니다.*오일 스트레이너: 오일 시스템에서 이물질을 제거하기 위하여 설치된 여과망"
폭스바겐그룹코리아 주식회사,RS7 Plus TFSI qu.,2016-03-18,2016-03-18,2023-07-06,"터보차저 오일 스트레이너 메쉬스크린의 설계 오류로 인하여, 터보차저 오일 스트레이너가 엔진 오일 시스템 내부의 침전물에 의하여 막힐 가능성이 있습니다.*오일 스트레이너: 오일 시스템에서 이물질을 제거하기 위하여 설치된 여과망"
폭스바겐그룹코리아 주식회사,A8 60 TFSI LWB qu.,2014-05-08,2014-05-08,2023-07-06,"터보차저 오일 스트레이너 메쉬스크린의 설계 오류로 인하여, 터보차저 오일 스트레이너가 엔진 오일 시스템 내부의 침전물에 의하여 막힐 가능성이 있습니다.*오일 스트레이너: 오일 시스템에서 이물질을 제거하기 위하여 설치된 여과망"
기아 주식회사,카니발 (KA4),2020-07-23,2023-04-21,2023-05-17,파워 슬라이딩 도어가 닫히기 직전 신체 일부를 도어 사이에 넣는 등의 특정상황에서 신체 일부가 도어 사이에 끼여 상해를 입을 가능성
기아 주식회사,카니발 (KA4),2020-07-22,2023-04-27,2023-05-17,파워 슬라이딩 도어가 닫히기 직전 신체 일부를 도어 사이에 넣는 등의 특정상황에서 신체 일부가 도어 사이에 끼여 상해를 입을 가능성
